accession,message,sample_name,sample_title,bioproject_accession,organism,isolate,geographic_location,collection_date,depth,env_broad_scale,env_local_scale,env_medium,geo_loc_me,isolation_source,lat_lon,chlorophyll,collection_method,conduc,diss_oxygen,nitrate,nitrite,ph,samp_collect_device,samp_store_temp,silicate,size_frac,soluble_react_phosp,source_material_id,sulfate,sulfide,suspend_part_matter,temp,tidal_stage,tot_depth_water_col,tot_diss_nitro,tot_nitro,tot_phosp,turbidity,water_current,description,completeness(%),contamition_(%),strain_heterogeneity_(%),size_(mbp),no._of_contigs,gc_content_(%),n50,file,derived_from
SAMN41711925,Successfully loaded,BACL27 sp._LV_31_22. Oluch_2023,LV_31_samp_4440_22. Oluch_2023,PRJNA1119566,BACL27 sp.,not_applicable,Kenya:Lake Victoria,2023-05-31T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.4731_34.49207,,Van dorn collection,143.2(uS/cm),6.92mg/L,1.83 (ug/L),,8.7,Van dorn,-80 degree C,,0.22 micron,9.03(ug/L),,,,,26.32degree C,,6.8m,353(ug/L),496 (ug/L),65.9 (ug/L),34NTU,,Oluch,86.32,12.58,84.21,1.722423,815,50.3,2357,samp_4440_concoct_578,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659700  (SRA SUB14491329)
SAMN41711926,Successfully loaded,F1-60-MAGs027 sp016870295_LV_31_22. Oluch_2023,LV_31_samp_4440_22. Oluch_2023,PRJNA1119566,F1-60-MAGs027 sp016870295,not_applicable,Kenya:Lake Victoria,2023-05-31T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.4731_34.49207,,Van dorn collection,143.2(uS/cm),6.92mg/L,1.83 (ug/L),,8.7,Van dorn,-80 degree C,,0.22 micron,9.03(ug/L),,,,,26.32degree C,,6.8m,353(ug/L),496 (ug/L),65.9 (ug/L),34NTU,,Oluch,77.98,9.35,70.59,1.420602,796,62,1821,samp_4440_concoct_593,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659700  (SRA SUB14491329)
SAMN41711927,Successfully loaded,SXXK01 sp._LV_31_22. Oluch_2023,LV_31_samp_4440_22. Oluch_2023,PRJNA1119566,SXXK01 sp.,not_applicable,Kenya:Lake Victoria,2023-05-31T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.4731_34.49207,,Van dorn collection,143.2(uS/cm),6.92mg/L,1.83 (ug/L),,8.7,Van dorn,-80 degree C,,0.22 micron,9.03(ug/L),,,,,26.32degree C,,6.8m,353(ug/L),496 (ug/L),65.9 (ug/L),34NTU,,Oluch,84.12,12,42.86,5.776492,5724,58.8,1297,samp_4440_VAMB_40,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659700  (SRA SUB14491329)
SAMN41711928,Successfully loaded,Limnocylindrus sp._LV_31_22. Oluch_2023,LV_31_samp_4440_22. Oluch_2023,PRJNA1119566,Limnocylindrus sp.,not_applicable,Kenya:Lake Victoria,2023-05-31T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.4731_34.49207,,Van dorn collection,143.2(uS/cm),6.92mg/L,1.83 (ug/L),,8.7,Van dorn,-80 degree C,,0.22 micron,9.03(ug/L),,,,,26.32degree C,,6.8m,353(ug/L),496 (ug/L),65.9 (ug/L),34NTU,,Oluch,75.93,4.71,77.78,1.132976,737,62.7,2087,samp_4440_VAMB_48,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659700  (SRA SUB14491329)
SAMN41711929,Successfully loaded,Flavobacterium sp._LV_32_23. Sikli_2023,LV_32_samp_4441_23. Sikli_2023,PRJNA1119566,Flavobacterium sp.,not_applicable,Kenya:Lake Victoria,2023-05-31T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.4294_34.364,,Van dorn collection,143.7(uS/cm),7.16mg/L,4.505 (ug/L),,8.6,Van dorn,-80 degree C,,0.22 micron,25.7(ug/L),,,,,26.32degree C,,11.8m,406(ug/L),816 (ug/L),93 (ug/L),27.9NTU,,Sukru Island/Sikli,84.34,17.29,72.04,2.403444,1305,33.1,1887,samp_4441_concoct_708,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659701  (SRA SUB14491329)
SAMN41711930,Successfully loaded,BACL27 sp016870935_LV_32_23. Sikli_2023,LV_32_samp_4441_23. Sikli_2023,PRJNA1119566,BACL27 sp016870935,not_applicable,Kenya:Lake Victoria,2023-05-31T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.4294_34.364,,Van dorn collection,143.7(uS/cm),7.16mg/L,4.505 (ug/L),,8.6,Van dorn,-80 degree C,,0.22 micron,25.7(ug/L),,,,,26.32degree C,,11.8m,406(ug/L),816 (ug/L),93 (ug/L),27.9NTU,,Sukru Island/Sikli,83.33,3.85,66.67,1.595588,628,58.2,2947,samp_4441_concoct_713,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659701  (SRA SUB14491329)
SAMN41711931,Successfully loaded,Pseudanabaena sp._LV_32_23. Sikli_2023,LV_32_samp_4441_23. Sikli_2023,PRJNA1119566,Pseudabae sp.,not_applicable,Kenya:Lake Victoria,2023-05-31T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.4294_34.364,,Van dorn collection,143.7(uS/cm),7.16mg/L,4.505 (ug/L),,8.6,Van dorn,-80 degree C,,0.22 micron,25.7(ug/L),,,,,26.32degree C,,11.8m,406(ug/L),816 (ug/L),93 (ug/L),27.9NTU,,Sukru Island/Sikli,79.81,1.97,36.36,3.555647,1654,42.2,2369,samp_4441_concoct_715,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659701  (SRA SUB14491329)
SAMN41711932,Successfully loaded,OLB10 bacterium_LV_32_23. Sikli_2023,LV_32_samp_4441_23. Sikli_2023,PRJNA1119566,OLB10 bacterium,not_applicable,Kenya:Lake Victoria,2023-05-31T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.4294_34.364,,Van dorn collection,143.7(uS/cm),7.16mg/L,4.505 (ug/L),,8.6,Van dorn,-80 degree C,,0.22 micron,25.7(ug/L),,,,,26.32degree C,,11.8m,406(ug/L),816 (ug/L),93 (ug/L),27.9NTU,,Sukru Island/Sikli,75.32,3.78,53.85,1.986232,1111,44.7,1809,samp_4441_concoct_723,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659701  (SRA SUB14491329)
SAMN41711933,Successfully loaded,ZLKRG08 sp._LV_32_23. Sikli_2023,LV_32_samp_4441_23. Sikli_2023,PRJNA1119566,ZLKRG08 sp.,not_applicable,Kenya:Lake Victoria,2023-05-31T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.4294_34.364,,Van dorn collection,143.7(uS/cm),7.16mg/L,4.505 (ug/L),,8.6,Van dorn,-80 degree C,,0.22 micron,25.7(ug/L),,,,,26.32degree C,,11.8m,406(ug/L),816 (ug/L),93 (ug/L),27.9NTU,,Sukru Island/Sikli,77.39,2.8,30,1.068349,460,46.4,2570,samp_4441_concoct_760,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659701  (SRA SUB14491329)
SAMN41711934,Successfully loaded,Microcystis panniformis_LV_32_23. Sikli_2023,LV_32_samp_4441_23. Sikli_2023,PRJNA1119566,Microcystis panniformis,not_applicable,Kenya:Lake Victoria,2023-05-31T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.4294_34.364,,Van dorn collection,143.7(uS/cm),7.16mg/L,4.505 (ug/L),,8.6,Van dorn,-80 degree C,,0.22 micron,25.7(ug/L),,,,,26.32degree C,,11.8m,406(ug/L),816 (ug/L),93 (ug/L),27.9NTU,,Sukru Island/Sikli,80.22,4.87,82.14,3.55274,841,42.8,4460,samp_4441_metabat2_255,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659701  (SRA SUB14491329)
SAMN41711935,Successfully loaded,Rubrivivax sp._LV_32_23. Sikli_2023,LV_32_samp_4441_23. Sikli_2023,PRJNA1119566,Rubrivivax sp.,not_applicable,Kenya:Lake Victoria,2023-05-31T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.4294_34.364,,Van dorn collection,143.7(uS/cm),7.16mg/L,4.505 (ug/L),,8.6,Van dorn,-80 degree C,,0.22 micron,25.7(ug/L),,,,,26.32degree C,,11.8m,406(ug/L),816 (ug/L),93 (ug/L),27.9NTU,,Sukru Island/Sikli,98.86,2.03,30,3.694067,196,68.5,28353,samp_4441_metadecoder_835,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659701  (SRA SUB14491329)
SAMN41711936,Successfully loaded,Acinetobacter junii_LV_32_23. Sikli_2023,LV_32_samp_4441_23. Sikli_2023,PRJNA1119566,Acinetobacter junii,not_applicable,Kenya:Lake Victoria,2023-05-31T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.4294_34.364,,Van dorn collection,143.7(uS/cm),7.16mg/L,4.505 (ug/L),,8.6,Van dorn,-80 degree C,,0.22 micron,25.7(ug/L),,,,,26.32degree C,,11.8m,406(ug/L),816 (ug/L),93 (ug/L),27.9NTU,,Sukru Island/Sikli,86.71,3.94,93.55,2.722124,410,38.6,8147,samp_4441_semibin_41,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659701  (SRA SUB14491329)
SAMN41711937,Successfully loaded,Nitrosotenuis sp016872055_LV_32_23. Sikli_2023,LV_32_samp_4441_23. Sikli_2023,PRJNA1119566,Nitrosotenuis sp016872055,not_applicable,Kenya:Lake Victoria,2023-05-31T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.4294_34.364,,Van dorn collection,143.7(uS/cm),7.16mg/L,4.505 (ug/L),,8.6,Van dorn,-80 degree C,,0.22 micron,25.7(ug/L),,,,,26.32degree C,,11.8m,406(ug/L),816 (ug/L),93 (ug/L),27.9NTU,,Sukru Island/Sikli,99.03,0.97,0,1.223297,85,41.1,24233,samp_4441_VAMB_489,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659701  (SRA SUB14491329)
SAMN41711938,Successfully loaded,SXXK01 sp._LV_32_23. Sikli_2023,LV_32_samp_4441_23. Sikli_2023,PRJNA1119566,SXXK01 sp.,not_applicable,Kenya:Lake Victoria,2023-05-31T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.4294_34.364,,Van dorn collection,143.7(uS/cm),7.16mg/L,4.505 (ug/L),,8.6,Van dorn,-80 degree C,,0.22 micron,25.7(ug/L),,,,,26.32degree C,,11.8m,406(ug/L),816 (ug/L),93 (ug/L),27.9NTU,,Sukru Island/Sikli,82.92,4.34,25,5.921716,5250,58.7,1513,samp_4441_VAMB_52,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659701  (SRA SUB14491329)
SAMN41711939,Successfully loaded,ELB16-189 sp._LV_32_23. Sikli_2023,LV_32_samp_4441_23. Sikli_2023,PRJNA1119566,ELB16-189 sp.,not_applicable,Kenya:Lake Victoria,2023-05-31T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.4294_34.364,,Van dorn collection,143.7(uS/cm),7.16mg/L,4.505 (ug/L),,8.6,Van dorn,-80 degree C,,0.22 micron,25.7(ug/L),,,,,26.32degree C,,11.8m,406(ug/L),816 (ug/L),93 (ug/L),27.9NTU,,Sukru Island/Sikli,79.1,12.3,6.45,8.378247,10324,40.1,1125,samp_4441_VAMB_629,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659701  (SRA SUB14491329)
SAMN41711940,Successfully loaded,F1-60-MAGs027 sp016870295_LV_32_23. Sikli_2023,LV_32_samp_4441_23. Sikli_2023,PRJNA1119566,F1-60-MAGs027 sp016870295,not_applicable,Kenya:Lake Victoria,2023-05-31T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.4294_34.364,,Van dorn collection,143.7(uS/cm),7.16mg/L,4.505 (ug/L),,8.6,Van dorn,-80 degree C,,0.22 micron,25.7(ug/L),,,,,26.32degree C,,11.8m,406(ug/L),816 (ug/L),93 (ug/L),27.9NTU,,Sukru Island/Sikli,80.64,16.52,76.92,1.980661,1636,62,1577,samp_4441_VAMB_79,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659701  (SRA SUB14491329)
SAMN41711941,Successfully loaded,BACL27 sp._LV_33_24. Mirunda_2023,LV_33_samp_4442_24. Mirunda_2023,PRJNA1119566,BACL27 sp.,not_applicable,Kenya:Lake Victoria,2023-05-31T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.4779_34.3553,,Van dorn collection,142.5(uS/cm),6.36mg/L,ND,,8.6,Van dorn,-80 degree C,,0.22 micron,12.85(ug/L),,,,,26.48degree C,,6.3m,303.5(ug/L),3500 (ug/L),303 (ug/L),27.7NTU,,Mirunda,82.9,7.98,71.43,1.667571,783,50.1,2310,samp_4442_concoct_105,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659702  (SRA SUB14491329)
SAMN41711942,Successfully loaded,MAG-120802 sp016870855_LV_33_24. Mirunda_2023,LV_33_samp_4442_24. Mirunda_2023,PRJNA1119566,MAG-120802 sp016870855,not_applicable,Kenya:Lake Victoria,2023-05-31T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.4779_34.3553,,Van dorn collection,142.5(uS/cm),6.36mg/L,ND,,8.6,Van dorn,-80 degree C,,0.22 micron,12.85(ug/L),,,,,26.48degree C,,6.3m,303.5(ug/L),3500 (ug/L),303 (ug/L),27.7NTU,,Mirunda,77.05,14.34,75.56,1.34024,557,48.2,2671,samp_4442_concoct_111,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659702  (SRA SUB14491329)
SAMN41711943,Successfully loaded,F1-60-MAGs027 sp016870295_LV_33_24. Mirunda_2023,LV_33_samp_4442_24. Mirunda_2023,PRJNA1119566,F1-60-MAGs027 sp016870295,not_applicable,Kenya:Lake Victoria,2023-05-31T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.4779_34.3553,,Van dorn collection,142.5(uS/cm),6.36mg/L,ND,,8.6,Van dorn,-80 degree C,,0.22 micron,12.85(ug/L),,,,,26.48degree C,,6.3m,303.5(ug/L),3500 (ug/L),303 (ug/L),27.7NTU,,Mirunda,78,10.98,60,1.655141,812,61.9,2221,samp_4442_concoct_114,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659702  (SRA SUB14491329)
SAMN41711944,Successfully loaded,Microcystis panniformis_A_LV_33_24. Mirunda_2023,LV_33_samp_4442_24. Mirunda_2023,PRJNA1119566,Microcystis panniformis,not_applicable,Kenya:Lake Victoria,2023-05-31T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.4779_34.3553,,Van dorn collection,142.5(uS/cm),6.36mg/L,ND,,8.6,Van dorn,-80 degree C,,0.22 micron,12.85(ug/L),,,,,26.48degree C,,6.3m,303.5(ug/L),3500 (ug/L),303 (ug/L),27.7NTU,,Mirunda,91.7,19.76,58.47,5.257368,7319,42.6,819,samp_4442_VAMB_212,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659702  (SRA SUB14491329)
SAMN41711945,Successfully loaded,Limnocylindrus sp._LV_33_24. Mirunda_2023,LV_33_samp_4442_24. Mirunda_2023,PRJNA1119566,Limnocylindrus sp.,not_applicable,Kenya:Lake Victoria,2023-05-31T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.4779_34.3553,,Van dorn collection,142.5(uS/cm),6.36mg/L,ND,,8.6,Van dorn,-80 degree C,,0.22 micron,12.85(ug/L),,,,,26.48degree C,,6.3m,303.5(ug/L),3500 (ug/L),303 (ug/L),27.7NTU,,Mirunda,77.63,5.26,54.55,1.11481,739,62.6,2057,samp_4442_VAMB_339,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659702  (SRA SUB14491329)
SAMN41711946,Successfully loaded,CAIZGX01 sp._LV_34_25. Mbita East_2023,LV_34_samp_4443_25. Mbita East_2023,PRJNA1119566,CAIZGX01 sp.,not_applicable,Kenya:Lake Victoria,2023-06-01T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.4155_34.20972,,Van dorn collection,146.3(uS/cm),8.68mg/L,ND,,7.4,Van dorn,-80 degree C,,0.22 micron,12.375(ug/L),,,,,25.26degree C,,11.3m,204.75(ug/L),265 (ug/L),50.5 (ug/L),13.5NTU,,Mbita East,75.35,5.66,5.88,1.802879,920,38.3,2088,samp_4443_concoct_1901,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659703  (SRA SUB14491329)
SAMN41711947,Successfully loaded,UBA4660 sp._LV_34_25. Mbita East_2023,LV_34_samp_4443_25. Mbita East_2023,PRJNA1119566,UBA4660 sp.,not_applicable,Kenya:Lake Victoria,2023-06-01T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.4155_34.20972,,Van dorn collection,146.3(uS/cm),8.68mg/L,ND,,7.4,Van dorn,-80 degree C,,0.22 micron,12.375(ug/L),,,,,25.26degree C,,11.3m,204.75(ug/L),265 (ug/L),50.5 (ug/L),13.5NTU,,Mbita East,82.02,4.41,40,2.171666,940,47.5,2540,samp_4443_concoct_1908,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659703  (SRA SUB14491329)
SAMN41711948,Successfully loaded,Limnohabitans sp._LV_34_25. Mbita East_2023,LV_34_samp_4443_25. Mbita East_2023,PRJNA1119566,Limnohabitans sp.,not_applicable,Kenya:Lake Victoria,2023-06-01T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.4155_34.20972,,Van dorn collection,146.3(uS/cm),8.68mg/L,ND,,7.4,Van dorn,-80 degree C,,0.22 micron,12.375(ug/L),,,,,25.26degree C,,11.3m,204.75(ug/L),265 (ug/L),50.5 (ug/L),13.5NTU,,Mbita East,75.02,3.86,31.25,1.841139,882,52.8,2252,samp_4443_concoct_1937,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659703  (SRA SUB14491329)
SAMN41711949,Successfully loaded,NICIL-2 bacterium_LV_34_25. Mbita East_2023,LV_34_samp_4443_25. Mbita East_2023,PRJNA1119566,NICIL-2 bacterium,not_applicable,Kenya:Lake Victoria,2023-06-01T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.4155_34.20972,,Van dorn collection,146.3(uS/cm),8.68mg/L,ND,,7.4,Van dorn,-80 degree C,,0.22 micron,12.375(ug/L),,,,,25.26degree C,,11.3m,204.75(ug/L),265 (ug/L),50.5 (ug/L),13.5NTU,,Mbita East,82.53,2.27,37.5,2.200316,780,59.7,3316,samp_4443_concoct_1957,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659703  (SRA SUB14491329)
SAMN41711950,Successfully loaded,Roseomonas_B sp._LV_34_25. Mbita East_2023,LV_34_samp_4443_25. Mbita East_2023,PRJNA1119566,Roseomos,not_applicable,Kenya:Lake Victoria,2023-06-01T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.4155_34.20972,,Van dorn collection,146.3(uS/cm),8.68mg/L,ND,,7.4,Van dorn,-80 degree C,,0.22 micron,12.375(ug/L),,,,,25.26degree C,,11.3m,204.75(ug/L),265 (ug/L),50.5 (ug/L),13.5NTU,,Mbita East,81.56,10.91,70.59,3.296483,1824,62,1843,samp_4443_concoct_2000,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659703  (SRA SUB14491329)
SAMN41711951,Successfully loaded,SXXZ01 sp016871615_LV_34_25. Mbita East_2023,LV_34_samp_4443_25. Mbita East_2023,PRJNA1119566,SXXZ01 sp016871615,not_applicable,Kenya:Lake Victoria,2023-06-01T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.4155_34.20972,,Van dorn collection,146.3(uS/cm),8.68mg/L,ND,,7.4,Van dorn,-80 degree C,,0.22 micron,12.375(ug/L),,,,,25.26degree C,,11.3m,204.75(ug/L),265 (ug/L),50.5 (ug/L),13.5NTU,,Mbita East,79.14,5.91,27.27,3.263037,1407,69.2,2544,samp_4443_concoct_2005,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659703  (SRA SUB14491329)
SAMN41711952,Successfully loaded,OLB10 bacterium_LV_34_25. Mbita East_2023,LV_34_samp_4443_25. Mbita East_2023,PRJNA1119566,OLB10 bacterium,not_applicable,Kenya:Lake Victoria,2023-06-01T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.4155_34.20972,,Van dorn collection,146.3(uS/cm),8.68mg/L,ND,,7.4,Van dorn,-80 degree C,,0.22 micron,12.375(ug/L),,,,,25.26degree C,,11.3m,204.75(ug/L),265 (ug/L),50.5 (ug/L),13.5NTU,,Mbita East,84.52,7.81,62.96,2.431951,1110,44.6,2469,samp_4443_concoct_2006,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659703  (SRA SUB14491329)
SAMN41711953,Successfully loaded,SYAC01 sp._LV_34_25. Mbita East_2023,LV_34_samp_4443_25. Mbita East_2023,PRJNA1119566,SYAC01 sp.,not_applicable,Kenya:Lake Victoria,2023-06-01T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.4155_34.20972,,Van dorn collection,146.3(uS/cm),8.68mg/L,ND,,7.4,Van dorn,-80 degree C,,0.22 micron,12.375(ug/L),,,,,25.26degree C,,11.3m,204.75(ug/L),265 (ug/L),50.5 (ug/L),13.5NTU,,Mbita East,77.77,21.33,44.44,3.009831,1935,68.7,1519,samp_4443_concoct_2012,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659703  (SRA SUB14491329)
SAMN41711954,Successfully loaded,UBA5518 sp._LV_34_25. Mbita East_2023,LV_34_samp_4443_25. Mbita East_2023,PRJNA1119566,UBA5518 sp.,not_applicable,Kenya:Lake Victoria,2023-06-01T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.4155_34.20972,,Van dorn collection,146.3(uS/cm),8.68mg/L,ND,,7.4,Van dorn,-80 degree C,,0.22 micron,12.375(ug/L),,,,,25.26degree C,,11.3m,204.75(ug/L),265 (ug/L),50.5 (ug/L),13.5NTU,,Mbita East,75.08,2.6,60,2.952044,1498,68.3,2093,samp_4443_concoct_2034,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659703  (SRA SUB14491329)
SAMN41711955,Successfully loaded,VGZA01 sp._LV_34_25. Mbita East_2023,LV_34_samp_4443_25. Mbita East_2023,PRJNA1119566,VGZA01 sp.,not_applicable,Kenya:Lake Victoria,2023-06-01T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.4155_34.20972,,Van dorn collection,146.3(uS/cm),8.68mg/L,ND,,7.4,Van dorn,-80 degree C,,0.22 micron,12.375(ug/L),,,,,25.26degree C,,11.3m,204.75(ug/L),265 (ug/L),50.5 (ug/L),13.5NTU,,Mbita East,89.59,0.64,50,5.078552,1444,58.1,4386,samp_4443_concoct_2060,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659703  (SRA SUB14491329)
SAMN41711956,Successfully loaded,UBA3961 sp._LV_34_25. Mbita East_2023,LV_34_samp_4443_25. Mbita East_2023,PRJNA1119566,UBA3961 sp.,not_applicable,Kenya:Lake Victoria,2023-06-01T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.4155_34.20972,,Van dorn collection,146.3(uS/cm),8.68mg/L,ND,,7.4,Van dorn,-80 degree C,,0.22 micron,12.375(ug/L),,,,,25.26degree C,,11.3m,204.75(ug/L),265 (ug/L),50.5 (ug/L),13.5NTU,,Mbita East,76.22,2.47,12.5,2.046222,990,47.8,2249,samp_4443_concoct_2068,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659703  (SRA SUB14491329)
SAMN41711957,Successfully loaded,RGEC01 sp016872175_LV_34_25. Mbita East_2023,LV_34_samp_4443_25. Mbita East_2023,PRJNA1119566,RGEC01 sp016872175,not_applicable,Kenya:Lake Victoria,2023-06-01T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.4155_34.20972,,Van dorn collection,146.3(uS/cm),8.68mg/L,ND,,7.4,Van dorn,-80 degree C,,0.22 micron,12.375(ug/L),,,,,25.26degree C,,11.3m,204.75(ug/L),265 (ug/L),50.5 (ug/L),13.5NTU,,Mbita East,90.13,3.39,50,2.038615,685,45,3629,samp_4443_concoct_2082,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659703  (SRA SUB14491329)
