"","MAG","SampleID","Site","Domain_GTDB","Phylum_GTDB","Class_GTDB","Order_GTDB","Family_GTDB","Genus_GTDB","Species_GTDB","Completeness....","Contamination....","Strain.Heterogeneity....","Size..Mbp.","No..Of.Contigs","GC.Content....","N50","NCBI_Sample_Name","Domain_NCBI","Phylum_NCBI","Class_NCBI","Order_NCBI","Family_NCBI","Genus_NCBI","Species_NCBI","NCBI_Organism","BioProject","accession","year"
"428","samp_4440_VAMB_48","samp_4440","22. Oluch","Bacteria","Chloroflexota","Limnocylindria","Limnocylindrales","Limnocylindraceae","Limnocylindrus","",75.93,4.71,77.78,1.132976,737,62.7,2087,"Limnocylindrus sp._LV_31_22. Oluch_2023","Bacteria","Chloroflexota",NA,NA,NA,NA,NA,"Chloroflexota bacterium","PRJNA1119566","SAMN41711928",2023
"429","samp_4441_concoct_708","samp_4441","23. Sikli","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","",84.34,17.29,72.04,2.403444,1305,33.1,1887,"Flavobacterium sp._LV_32_23. Sikli_2023","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacterium sp.","PRJNA1119566","SAMN41711929",2023
"430","samp_4441_concoct_713","samp_4441","23. Sikli","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","BACL27","BACL27 sp016870935",83.33,3.85,66.67,1.595588,628,58.2,2947,"BACL27 sp016870935_LV_32_23. Sikli_2023","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41711930",2023
"431","samp_4441_concoct_715","samp_4441","23. Sikli","Bacteria","Cyanobacteria","Cyanobacteriia","Pseudanabaenales","Pseudanabaenaceae","Pseudanabaena","",79.81,1.97,36.36,3.555647,1654,42.2,2369,"Pseudanabaena sp._LV_32_23. Sikli_2023","Bacteria","Cyanobacteriota","Cyanophyceae","Pseudanabaenales","Pseudanabaenaceae","Pseudanabaena",NA,"Pseudanabaena sp.","PRJNA1119566","SAMN41711931",2023
"432","samp_4441_concoct_723","samp_4441","23. Sikli","Bacteria","Bacteroidota","Bacteroidia","AKYH767-A","OLB10","","",75.32,3.78,53.85,1.986232,1111,44.7,1809,"OLB10 bacterium_LV_32_23. Sikli_2023","Bacteria","Bacteroidota",NA,NA,NA,NA,NA,"Bacteroidota bacterium","PRJNA1119566","SAMN41711932",2023
"433","samp_4441_concoct_760","samp_4441","23. Sikli","Bacteria","Actinobacteriota","Actinomycetia","Nanopelagicales","Nanopelagicaceae","ZLKRG08","",77.39,2.8,30,1.068349,460,46.4,2570,"ZLKRG08 sp._LV_32_23. Sikli_2023","Bacteria","Actinomycetota","Actinomycetes","Candidatus Nanopelagicales","Candidatus Nanopelagicaceae",NA,NA,"Candidatus Nanopelagicaceae bacterium","PRJNA1119566","SAMN41711933",2023
"434","samp_4441_metabat2_255","samp_4441","23. Sikli","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcystaceae","Microcystis","Microcystis panniformis",80.22,4.87,82.14,3.55274,841,42.8,4460,"Microcystis panniformis_LV_32_23. Sikli_2023","Bacteria","Cyanobacteriota","Cyanophyceae","Chroococcales","Microcystaceae","Microcystis","Microcystis aeruginosa","Microcystis aeruginosa","PRJNA1119566","SAMN41711934",2023
"435","samp_4441_metadecoder_835","samp_4441","23. Sikli","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Rubrivivax","",98.86,2.03,30,3.694067,196,68.5,28353,"Rubrivivax sp._LV_32_23. Sikli_2023","Bacteria","Pseudomonadota","Betaproteobacteria",NA,NA,NA,NA,"Betaproteobacteria bacterium","PRJNA1119566","SAMN41711935",2023
"436","samp_4441_semibin_41","samp_4441","23. Sikli","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Acinetobacter junii",86.71,3.94,93.55,2.722124,410,38.6,8147,"Acinetobacter junii_LV_32_23. Sikli_2023","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter junii","Acinetobacter junii","PRJNA1119566","SAMN41711936",2023
"437","samp_4441_VAMB_489","samp_4441","23. Sikli","Archaea","Thermoproteota","Nitrososphaeria","Nitrososphaerales","Nitrosopumilaceae","Nitrosotenuis","Nitrosotenuis sp016872055",99.03,0.97,0,1.223297,85,41.1,24233,"Nitrosotenuis sp016872055_LV_32_23. Sikli_2023",NA,NA,NA,NA,NA,NA,NA,"Unknown NA","PRJNA1119566","SAMN41711937",2023
"438","samp_4441_VAMB_52","samp_4441","23. Sikli","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae","SXXK01","",82.92,4.34,25,5.921716,5250,58.7,1513,"SXXK01 sp._LV_32_23. Sikli_2023","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae",NA,NA,"Planctomycetaceae bacterium","PRJNA1119566","SAMN41711938",2023
"439","samp_4441_VAMB_629","samp_4441","23. Sikli","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","ELB16-189","",79.1,12.3,6.45,8.378247,10324,40.1,1125,"ELB16-189 sp._LV_32_23. Sikli_2023","Bacteria","Bacteroidota","Cytophagia","Cytophagales","Flammeovirgaceae",NA,NA,"Flammeovirgaceae bacterium","PRJNA1119566","SAMN41711939",2023
"440","samp_4441_VAMB_79","samp_4441","23. Sikli","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","F1-60-MAGs027","F1-60-MAGs027 sp016870295",80.64,16.52,76.92,1.980661,1636,62,1577,"F1-60-MAGs027 sp016870295_LV_32_23. Sikli_2023","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41711940",2023
"441","samp_4442_concoct_105","samp_4442","24. Mirunda","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","BACL27","",82.9,7.98,71.43,1.667571,783,50.1,2310,"BACL27 sp._LV_33_24. Mirunda_2023","Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","Acidimicrobiaceae",NA,NA,"Acidimicrobiaceae bacterium","PRJNA1119566","SAMN41711941",2023
"442","samp_4442_concoct_111","samp_4442","24. Mirunda","Bacteria","Actinobacteriota","Actinomycetia","Nanopelagicales","Nanopelagicaceae","MAG-120802","MAG-120802 sp016870855",77.05,14.34,75.56,1.34024,557,48.2,2671,"MAG-120802 sp016870855_LV_33_24. Mirunda_2023","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41711942",2023
"443","samp_4442_concoct_114","samp_4442","24. Mirunda","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","F1-60-MAGs027","F1-60-MAGs027 sp016870295",78,10.98,60,1.655141,812,61.9,2221,"F1-60-MAGs027 sp016870295_LV_33_24. Mirunda_2023","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41711943",2023
"444","samp_4442_VAMB_212","samp_4442","24. Mirunda","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcystaceae","Microcystis","Microcystis panniformis_A",91.7,19.76,58.47,5.257368,7319,42.6,819,"Microcystis panniformis_A_LV_33_24. Mirunda_2023","Bacteria","Cyanobacteriota","Cyanophyceae","Chroococcales","Microcystaceae","Microcystis","Microcystis aeruginosa","Microcystis aeruginosa","PRJNA1119566","SAMN41711944",2023
"445","samp_4442_VAMB_339","samp_4442","24. Mirunda","Bacteria","Chloroflexota","Limnocylindria","Limnocylindrales","Limnocylindraceae","Limnocylindrus","",77.63,5.26,54.55,1.11481,739,62.6,2057,"Limnocylindrus sp._LV_33_24. Mirunda_2023","Bacteria","Chloroflexota",NA,NA,NA,NA,NA,"Chloroflexota bacterium","PRJNA1119566","SAMN41711945",2023
"446","samp_4443_concoct_1901","samp_4443","25. Mbita East","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","UA16","CAIZGX01","",75.35,5.66,5.88,1.802879,920,38.3,2088,"CAIZGX01 sp._LV_34_25. Mbita East_2023","Bacteria","Bacteroidota",NA,NA,NA,NA,NA,"Bacteroidota bacterium","PRJNA1119566","SAMN41711946",2023
"447","samp_4443_concoct_1908","samp_4443","25. Mbita East","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","UA16","UBA4660","",82.02,4.41,40,2.171666,940,47.5,2540,"UBA4660 sp._LV_34_25. Mbita East_2023","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales",NA,NA,NA,"Flavobacteriales bacterium","PRJNA1119566","SAMN41711947",2023
"448","samp_4443_concoct_1937","samp_4443","25. Mbita East","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Limnohabitans","",75.02,3.86,31.25,1.841139,882,52.8,2252,"Limnohabitans sp._LV_34_25. Mbita East_2023","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales",NA,NA,NA,"Burkholderiales bacterium","PRJNA1119566","SAMN41711948",2023
"449","samp_4443_concoct_1957","samp_4443","25. Mbita East","Bacteria","Bacteroidota","Kapabacteria","Kapabacteriales","NICIL-2","","",82.53,2.27,37.5,2.200316,780,59.7,3316,"NICIL-2 bacterium_LV_34_25. Mbita East_2023","Bacteria","Candidatus Kapabacteria",NA,NA,NA,NA,NA,"Candidatus Kapabacteria bacterium","PRJNA1119566","SAMN41711949",2023
"450","samp_4443_concoct_2000","samp_4443","25. Mbita East","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas_B","",81.56,10.91,70.59,3.296483,1824,62,1843,"Roseomonas_B sp._LV_34_25. Mbita East_2023","Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,"Alphaproteobacteria bacterium","PRJNA1119566","SAMN41711950",2023
"451","samp_4443_concoct_2005","samp_4443","25. Mbita East","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","UBA9464","SXXZ01","SXXZ01 sp016871615",79.14,5.91,27.27,3.263037,1407,69.2,2544,"SXXZ01 sp016871615_LV_34_25. Mbita East_2023","Bacteria","Verrucomicrobiota",NA,NA,NA,NA,NA,"Verrucomicrobiota bacterium","PRJNA1119566","SAMN41711951",2023
"452","samp_4443_concoct_2006","samp_4443","25. Mbita East","Bacteria","Bacteroidota","Bacteroidia","AKYH767-A","OLB10","","",84.52,7.81,62.96,2.431951,1110,44.6,2469,"OLB10 bacterium_LV_34_25. Mbita East_2023","Bacteria","Bacteroidota",NA,NA,NA,NA,NA,"Bacteroidota bacterium","PRJNA1119566","SAMN41711952",2023
"453","samp_4443_concoct_2012","samp_4443","25. Mbita East","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","SM1A02","SYAC01","",77.77,21.33,44.44,3.009831,1935,68.7,1519,"SYAC01 sp._LV_34_25. Mbita East_2023","Bacteria","Planctomycetota",NA,NA,NA,NA,NA,"Planctomycetota bacterium","PRJNA1119566","SAMN41711953",2023
"454","samp_4443_concoct_2034","samp_4443","25. Mbita East","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","UBA5518","UBA5518","",75.08,2.6,60,2.952044,1498,68.3,2093,"UBA5518 sp._LV_34_25. Mbita East_2023","Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,"Gammaproteobacteria bacterium","PRJNA1119566","SAMN41711954",2023
"455","samp_4443_concoct_2060","samp_4443","25. Mbita East","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Pirellulaceae","VGZA01","",89.59,0.64,50,5.078552,1444,58.1,4386,"VGZA01 sp._LV_34_25. Mbita East_2023","Bacteria","Planctomycetota",NA,NA,NA,NA,NA,"Planctomycetota bacterium","PRJNA1119566","SAMN41711955",2023
"456","samp_4443_concoct_2068","samp_4443","25. Mbita East","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","UBA3961","",76.22,2.47,12.5,2.046222,990,47.8,2249,"UBA3961 sp._LV_34_25. Mbita East_2023","Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae",NA,NA,"Chitinophagaceae bacterium","PRJNA1119566","SAMN41711956",2023
"457","samp_4443_concoct_2082","samp_4443","25. Mbita East","Bacteria","Bacteroidota","Bacteroidia","NS11-12g","UBA955","RGEC01","RGEC01 sp016872175",90.13,3.39,50,2.038615,685,45,3629,"RGEC01 sp016872175_LV_34_25. Mbita East_2023","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales",NA,NA,NA,"Sphingomonadales bacterium","PRJNA1119566","SAMN41711957",2023
"458","samp_4443_concoct_2108","samp_4443","25. Mbita East","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","UBA9464","UBA9464","UBA9464 sp016871805",90.37,5.36,45.45,4.093456,1178,65.6,4431,"UBA9464 sp016871805_LV_34_25. Mbita East_2023","Bacteria","Verrucomicrobiota",NA,NA,NA,NA,NA,"Verrucomicrobiota bacterium","PRJNA1119566","SAMN41711958",2023
"459","samp_4443_concoct_2119","samp_4443","25. Mbita East","Archaea","Thermoproteota","Nitrososphaeria","Nitrososphaerales","Nitrosopumilaceae","Nitrosotenuis","",79.48,19.65,73.08,1.521846,844,36.5,1838,"Nitrosotenuis sp._LV_34_25. Mbita East_2023",NA,NA,NA,NA,NA,NA,NA,"Unknown NA","PRJNA1119566","SAMN41711959",2023
"460","samp_4443_concoct_2130","samp_4443","25. Mbita East","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","BACL27","",85.9,20.51,84.85,2.183804,850,50,3120,"BACL27 sp._LV_34_25. Mbita East_2023","Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","Acidimicrobiaceae",NA,NA,"Acidimicrobiaceae bacterium","PRJNA1119566","SAMN41711960",2023
"461","samp_4443_maxbin_260","samp_4443","25. Mbita East","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Sphaerospermopsis","Sphaerospermopsis kisseleviana_A",91.67,0.44,33.33,4.743136,543,37.6,11832,"Sphaerospermopsis kisseleviana_A_LV_34_25. Mbita East_2023_2","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Aphanizomenonaceae","Sphaerospermopsis",NA,"Sphaerospermopsis sp.","PRJNA1119566","SAMN41711466",2023
"462","samp_4443_maxbin_264","samp_4443","25. Mbita East","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","SM1A02","UBA966","UBA966 sp016873255",77.98,23.51,6.45,3.235873,911,71.3,3605,"UBA966 sp016873255_LV_34_25. Mbita East_2023","Bacteria","Planctomycetota",NA,NA,NA,NA,NA,"Planctomycetota bacterium","PRJNA1119566","SAMN41711961",2023
"463","samp_4443_metabat2_113","samp_4443","25. Mbita East","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","UBA952","",77.57,3.29,72.73,1.829366,497,36.5,3918,"UBA952 sp._LV_34_25. Mbita East_2023","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Crocinitomicaceae",NA,NA,"Crocinitomicaceae bacterium","PRJNA1119566","SAMN41711962",2023
"464","samp_4443_metabat2_16","samp_4443","25. Mbita East","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","SYFN01","",80.58,6.93,74.19,1.941766,427,55.2,5141,"SYFN01 sp._LV_34_25. Mbita East_2023","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Burkholderiaceae",NA,NA,"Burkholderiaceae bacterium","PRJNA1119566","SAMN41711963",2023
"465","samp_4443_metabat2_197","samp_4443","25. Mbita East","Bacteria","Actinobacteriota","UBA4738","UBA4738","HRBIN12","","",85.47,0.85,0,1.579204,248,73.1,7946,"HRBIN12 bacterium_LV_34_25. Mbita East_2023","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41711964",2023
"466","samp_4443_metabat2_32","samp_4443","25. Mbita East","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","F1-20-MAGs119","",88.46,1.03,0,2.004593,308,62.9,8080,"F1-20-MAGs119 sp._LV_34_25. Mbita East_2023","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41711965",2023
"467","samp_4443_metabat2_44","samp_4443","25. Mbita East","Bacteria","Desulfobacterota_B","Binatia","UBA12015","UBA12015","REEB422","",81.79,2.89,0,3.388976,794,72.1,4719,"REEB422 sp._LV_34_25. Mbita East_2023","Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,"Alphaproteobacteria bacterium","PRJNA1119566","SAMN41711966",2023
"468","samp_4443_semibin_309","samp_4443","25. Mbita East","Bacteria","Cyanobacteria","Cyanobacteriia","PCC-6307","Cyanobiaceae","Vulcanococcus","Vulcanococcus sp016882415",78.15,3.8,55.56,1.664505,212,69.5,9790,"Vulcanococcus sp016882415_LV_34_25. Mbita East_2023","Bacteria","Cyanobacteriota",NA,NA,NA,NA,NA,"Cyanobacteriota bacterium","PRJNA1119566","SAMN41711967",2023
"469","samp_4443_semibin_337","samp_4443","25. Mbita East","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","SYFN01","SYFN01 sp016868055",78.76,4.91,54.05,1.904958,366,55.4,5756,"SYFN01 sp016868055_LV_34_25. Mbita East_2023","Bacteria","Pseudomonadota","Betaproteobacteria",NA,NA,NA,NA,"Betaproteobacteria bacterium","PRJNA1119566","SAMN41711968",2023
"470","samp_4443_semibin_379","samp_4443","25. Mbita East","Bacteria","Cyanobacteria","Cyanobacteriia","PCC-6307","Cyanobiaceae","NIES-981","",75.83,5.98,48.15,2.065113,352,67.5,7158,"NIES-981 sp._LV_34_25. Mbita East_2023","Bacteria","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae","Cyanobium",NA,"Cyanobium sp.","PRJNA1119566","SAMN41711969",2023
"471","samp_4443_semibin_440","samp_4443","25. Mbita East","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","Casp-actino8","",79.49,1.28,0,2.052004,252,64.5,9910,"Casp-actino8 sp._LV_34_25. Mbita East_2023","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41711970",2023
"472","samp_4443_semibin_456","samp_4443","25. Mbita East","Bacteria","Proteobacteria","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Fonsibacter","Fonsibacter sp016882185",79.32,2.57,88.89,0.765554,119,30,7978,"Fonsibacter sp016882185_LV_34_25. Mbita East_2023","Bacteria","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales",NA,NA,NA,"Candidatus Pelagibacterales bacterium","PRJNA1119566","SAMN41711971",2023
"473","samp_4443_semibin_480","samp_4443","25. Mbita East","Bacteria","Cyanobacteria","Cyanobacteriia","PCC-6307","Cyanobiaceae","Cyanobium","",75.53,5.25,44,2.154422,403,69.6,6122,"Cyanobium sp._LV_34_25. Mbita East_2023","Bacteria","Cyanobacteriota","Cyanophyceae","Synechococcales","Synechococcaceae",NA,NA,"Synechococcaceae bacterium","PRJNA1119566","SAMN41711972",2023
"474","samp_4443_VAMB_1160","samp_4443","25. Mbita East","Bacteria","Bacteroidota","Bacteroidia","UBA7662","UBA7662","SYHX01","",76.42,18.78,66.07,1.973564,1587,51.9,1491,"SYHX01 sp._LV_34_25. Mbita East_2023","Bacteria","Bacteroidota",NA,NA,NA,NA,NA,"Bacteroidota bacterium","PRJNA1119566","SAMN41711973",2023
"475","samp_4443_VAMB_1170","samp_4443","25. Mbita East","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcystaceae","Microcystis","",85.62,13.49,43.59,4.201825,5402,42.5,883,"Microcystis sp._LV_34_25. Mbita East_2023","Bacteria","Cyanobacteriota","Cyanophyceae","Chroococcales","Microcystaceae","Microcystis",NA,"Microcystis sp.","PRJNA1119566","SAMN41711974",2023
"476","samp_4443_VAMB_1235","samp_4443","25. Mbita East","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Pirellulaceae","BJ22","",79.01,14.61,0,3.757381,2257,56.6,2054,"BJ22 sp._LV_34_25. Mbita East_2023","Bacteria","Planctomycetota",NA,NA,NA,NA,NA,"Planctomycetota bacterium","PRJNA1119566","SAMN41711975",2023
"477","samp_4443_VAMB_1317","samp_4443","25. Mbita East","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","UA16","UBA4660","",79.57,21.21,16.13,3.246178,2689,47.7,1472,"UBA4660 sp._LV_34_25. Mbita East_2023_1","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales",NA,NA,NA,"Flavobacteriales bacterium","PRJNA1119566","SAMN41711976",2023
"478","samp_4443_VAMB_817","samp_4443","25. Mbita East","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","UBA668","",91.44,2.14,0,3.311349,612,68.9,8417,"UBA668 sp._LV_34_25. Mbita East_2023","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41711977",2023
"479","samp_4443_VAMB_886","samp_4443","25. Mbita East","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","UBA952","",78.28,4.86,77.78,1.762351,503,43,4414,"UBA952 sp._LV_34_25. Mbita East_2023_1","Bacteria","Bacteroidota",NA,NA,NA,NA,NA,"Bacteroidota bacterium","PRJNA1119566","SAMN41711978",2023
"480","samp_4443_VAMB_952","samp_4443","25. Mbita East","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","UBA1997","SYAR01","",87.61,3.85,25,1.231777,644,31.6,2526,"SYAR01 sp._LV_34_25. Mbita East_2023","Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,"Alphaproteobacteria bacterium","PRJNA1119566","SAMN41711979",2023
"481","samp_4443_VAMB_962","samp_4443","25. Mbita East","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","UA16","CAIZGX01","",81.42,3.42,30,1.721909,380,40.1,6043,"CAIZGX01 sp._LV_34_25. Mbita East_2023_1","Bacteria","Bacteroidota",NA,NA,NA,NA,NA,"Bacteroidota bacterium","PRJNA1119566","SAMN41711980",2023
"482","samp_4444_concoct_1822","samp_4444","26. Mbita West","Bacteria","Chloroflexota","Chloroflexia","Chloroflexales","Roseiflexaceae","UBA965","",76.01,3.77,50,2.736852,1133,54.9,2711,"UBA965 sp._LV_35_26. Mbita West_2023","Bacteria","Chloroflexota","Chloroflexia","Chloroflexales","Roseiflexaceae",NA,NA,"Roseiflexaceae bacterium","PRJNA1119566","SAMN41711981",2023
"483","samp_4444_concoct_1824","samp_4444","26. Mbita West","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","UA16","UBA4660","",83.93,1.36,25,2.375256,787,47.5,3742,"UBA4660 sp._LV_35_26. Mbita West_2023","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales",NA,NA,NA,"Flavobacteriales bacterium","PRJNA1119566","SAMN41711982",2023
"484","samp_4444_concoct_1865","samp_4444","26. Mbita West","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas_B","",78.51,17.24,80.39,3.707273,1974,61.9,1933,"Roseomonas_B sp._LV_35_26. Mbita West_2023","Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,"Alphaproteobacteria bacterium","PRJNA1119566","SAMN41711983",2023
"485","samp_4444_concoct_1891","samp_4444","26. Mbita West","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","ER46","",85.1,5.69,58.33,4.05239,1459,68.1,3333,"ER46 sp._LV_35_26. Mbita West_2023","Bacteria","Verrucomicrobiota","Opitutae","Opitutales","Opitutaceae",NA,NA,"Opitutaceae bacterium","PRJNA1119566","SAMN41711984",2023
